Geneid	max_TPM	category	family_id	subsample_assignment1	subsample_assignment2	subsample_assignment3	subsample_assignment4	subsample_assignment5	subsample_assignment6	subsample_assignment7	subsample_assignment8	subsample_assignment9	subsample_assignment10
GRMZM2G152827	852.737183	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G540403	1009.335327	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G436593	1042.949341	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G135186	1182.690552	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM5G837108	2936.999756	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G144081	5582.244141	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G095366	0.176931	unexpressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G113238	0.397694	unexpressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G170646	343.793732	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G087150	369.725464	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G045215	383.3909	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G150187	414.682373	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G166234	434.113068	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G152777	483.882965	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G022279	528.475586	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G094736	561.351196	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
AC231745.1_FG003	564.945435	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G159759	620.483398	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G148867	650.255127	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G469898	653.584473	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G374475	682.440002	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G158205	689.700012	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
AC212068.4_FG005	798.579346	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G478414	918.935181	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G390678	1108.319336	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM6G799230	1153.153809	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G384780	1191.036011	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G044947	1192.375854	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G122261	1244.898682	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G062577	1303.324585	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM6G036147	1762.225586	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G052562	2257.130615	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G700208	4242.297363	highly-expressed	92	subsample3	subsample2	subsample5	subsample1	subsample1	subsample4	subsample4	subsample5	subsample3	subsample4
GRMZM2G053378	0.212124	unexpressed	94	subsample3	subsample4	subsample3	subsample3	subsample1	subsample5	subsample2	subsample4	subsample3	subsample4
GRMZM2G343519	0.784068	unexpressed	94	subsample3	subsample4	subsample3	subsample3	subsample1	subsample5	subsample2	subsample4	subsample3	subsample4
GRMZM2G449160	348.243713	highly-expressed	94	subsample3	subsample4	subsample3	subsample3	subsample1	subsample5	subsample2	subsample4	subsample3	subsample4
GRMZM2G134957	987.322632	highly-expressed	94	subsample3	subsample4	subsample3	subsample3	subsample1	subsample5	subsample2	subsample4	subsample3	subsample4
GRMZM2G438129	0	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
AC203306.3_FG003	0	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G050883	0	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G702176	0	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G151344	0.219009	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G015509	0.508922	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G068699	0.534078	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G152411	0.848536	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G022828	0.897776	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G000107	0.918136	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G081160	0.933237	unexpressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G108219	345.719818	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G471357	346.235901	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G313184	350.269806	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G116846	350.420746	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G004211	356.15448	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G460406	387.792816	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G156257	388.975739	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G117706	392.048401	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G069093	431.203644	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G103342	449.545319	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G341934	463.757812	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G020523	475.22229	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G040638	550.834045	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G126261	551.756226	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G025441	595.139954	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
AC197758.3_FG004	596.114868	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G394500	607.296692	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G061230	613.366333	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G410175	619.536804	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G023840	628.358459	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G088765	641.1297	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G133475	651.403809	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G095404	682.876404	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G140667	731.121155	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G156227	762.982483	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G135108	780.010376	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G100478	813.571167	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G150893	844.088867	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G006791	883.650452	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G080183	899.759827	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
AC210003.2_FG004	986.767273	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G122853	1007.190613	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G048474	1007.795044	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G108153	1058.03772	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G085967	1303.603638	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G054300	1640.833374	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G137839	2001.69519	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G063435	2752.396973	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G012263	2873.648926	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G442008	2972.579834	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G122816	3096.700195	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G439422	3258.047119	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G089982	3424.97876	highly-expressed	95	subsample1	subsample1	subsample4	subsample1	subsample3	subsample2	subsample3	subsample2	subsample4	subsample4
GRMZM2G105348	442.763245	highly-expressed	97	subsample1	subsample5	subsample1	subsample3	subsample3	subsample4	subsample5	subsample4	subsample2	subsample2
GRMZM2G165972	599.157654	highly-expressed	97	subsample1	subsample5	subsample1	subsample3	subsample3	subsample4	subsample5	subsample4	subsample2	subsample2
GRMZM2G407189	1155.878174	highly-expressed	98	subsample3	subsample1	subsample5	subsample4	subsample1	subsample3	subsample3	subsample4	subsample2	subsample3
GRMZM5G873271	1562.162598	highly-expressed	98	subsample3	subsample1	subsample5	subsample4	subsample1	subsample3	subsample3	subsample4	subsample2	subsample3
AC207655.2_FG003	0.611898	unexpressed	99	subsample1	subsample2	subsample1	subsample1	subsample4	subsample1	subsample2	subsample2	subsample2	subsample1
AC210961.3_FG005	0.65818	unexpressed	99	subsample1	subsample2	subsample1	subsample1	subsample4	subsample1	subsample2	subsample2	subsample2	subsample1
GRMZM2G114192	516.510254	highly-expressed	99	subsample1	subsample2	subsample1	subsample1	subsample4	subsample1	subsample2	subsample2	subsample2	subsample1
GRMZM2G039408	0	unexpressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G009800	0.153589	unexpressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G081173	0.281317	unexpressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G159075	0.403194	unexpressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G041595	0.569313	unexpressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G067789	348.964569	highly-expressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G079342	362.170959	highly-expressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G412899	438.167938	highly-expressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
GRMZM2G040871	469.706177	highly-expressed	100	subsample5	subsample4	subsample5	subsample2	subsample4	subsample1	subsample4	subsample5	subsample3	subsample4
